is_offensive,transcription
0,"oi galera bem-vindos volta web tv brasileira falando youtuber rapidinho pedro rocha homenageou namorada nara almeida faleceu vítima câncer quase três meses tatuar rosto influenciadora braço legenda coleguinha afirmou sido tatuagem sentiu prazer fazer várias ideias tatuagens planejar vamos fazer juntos vida tomou curso diferente agora história registrada permanentemente longe tatuagem prazer fazer comentários muitos seguidores adoraram atitude colega pedro recebeu algumas críticas gente afirmando queria promover custas nara outras foto feia ficado parecida gente dizendo deveria abrir horizontes vida continua stories pedro resolveu mandar recado galera curtiu nova tattoo olha acabei postar foto tatuagem lá instagram dá olhada lá acharam sim tatuagem baseado foto nara mim acho foto bonita foto carnaval desse time contra tatuagem cara guarda precisa ir lá comentar horrível ficou horroroso sei gosta todo mundo sabe vai mudar vida ninguém fazer tatuagem gosta então porque tatuagem coisa pessoal sabe significado tatuagem gente faz outros então única coisa importa vou pensar sempre braço queria terminar entendeu quer arruma jeito quer 00 kg menos comentários famosos barão ovo colega gente concordou legenda whindersson cacau fez desabafo corpo recentemente afirmou youtuber poderia generalizar existem inúmeros transtornos alimentares cada pessoa vive contexto diferente muitos seguidores curtir posicionamento humorista segundo fãs dinheiro muita gente estaria sobrepeso deveria ser humilde stories whindersson falando sobre nova fase rebateu críticas tô feliz tô sempre felicidade sei aumentou demais demais querendo dizer ser feliz né falando mim whindersson nunes triste gemendo limpar cocô carregador completando tudo pensava conseguiu botar final projetos clima tô indo final agora sei capaz comentando aí foto dinheiro fácil emagrecer mentira realmente fácil engordar porque posso deus quiser fica fácil espero aqui casa tranquilo correr rua quanto nunca vi ninguém ensina fazer correr aqui tanto história correr rua graça acabou colando fãs soltaram verbo comentários lá twitter whindersson acabou ficando irritado mensagens rebateu seguidores chegou afirmar colega acabado emagrecer dizendo acima peso sim porque acabei emagrecer cu dois anos tentando desistindo estria caralho pernas tanto efeito sanfona 0 meses corro igual todo dia manhã mudei alimentação duas semanas comecei personal amigo quer atrapalha porra acordo youtube pessoas entenderam quis dizer fazendo besta lacrar falando pessoas precisam empurrão aí achou dessa polêmica toda nova tatuagem pedro rocha criticou comente compartilhe deixe like inscreva-se curte vivo interativo nesta terça 00 horas hora fofoca masterchef brasil falando masterchef gente espera fácil engordar posso comer quiser fica fácil espero aqui casa tranquilo correr rua quanto nunca vi ninguém correr aqui tanto pois história correr rua graça acabou colando fãs soltaram verbo comentários lá twitter whindersson acabou ficando irritado mensagens rebateu seguidores chegou afirmar colega acabado emagrecer dizendo acima peso sim porque acabei ser cu dois anos tentando desistindo estria caralho pernas tanto efeito sanfona 0 meses corro igual todo dia manhã mudei alimentação duas semanas comecei personal amigo quer atrapalha porra acordo youtuber pessoas entenderam quis dizer fazendo besta lacrar falando pessoas precisam empurrão aí achou dessa polêmica toda nova tatuagem pedro rocha criticou comente compartilhe deixe like inscreva-se curte vivo interativo nesta terça 00 horas hora fofoca masterchef brasil falando masterchef gente espera"
0,"velho sabe violão arrumar tá aqui mulher terminou comigo funcionar demais conforme vou montar dupla sertaneja fazer sucesso tarde roça ter montar dupla sertaneja dias vai gastar uns 00.000 filmar show botar youtube contratar meninas bonitas dançar lá frente lá filmagem fazer trem direito gastar uns 00 convenção jogador famoso fazer dancinha gol 00 rádio tocar dou conta ninguém tô violência assim pai vez montar caboclo vai lá mata mulher escapa flagrante responde liberdade vai julgamento gastar uns 00.000 divulgado pega uns 00 anos cadeia fica saí lá novo ainda apenas produção colegas ladrão natália ficante olhos reforma nenhuma violão dou dupla medo fazer sucesso marquinhos vai voltar saga completa escreve ipad chave"
0,"vire direita esquerda alguma coisa acho trajeto gps senhora senhora dá olhada aqui tô fazendo aqui instagram rede social pode seguir fica tranquilo vou seguir porque tô aqui né fazer caminho aqui gps tá né pessoal aí gosta ficar duvidando trabalhador pouco complicado baixar aplicativo chamar trabalho todo fazer caminho certinho nada nada tô aqui desculpa momento algum quis atrapalhar viagem senhora pessoa quieta próprio gps atraso olhando mim ver tô fazendo camiseta constrangedor mim hora comer balinha juquinha carro vai tudo bem hora olha camarada deixa explicar coisa cidade gente vive violenta homem tá difícil agora mulher risco então queria cara tô sentindo insegura nesse carro vou olhar gps quantas vezes quiser tá ruim senhor paciência porque senhor aceita porra dessa corrida entendeu falou assim realmente deve tá entendida boa telhado esposa vista concordo pouco senhora porque ia pedir desculpa sincera viu tô ocupada juliana vire direita esquerda acho acompanhar trajeto gps senhora senhora tô fazendo aqui instagram rede social pode seguir fica tranquilo aqui ó daqui frente vou lado senhora vai ganhando gps fazer seguir porque tô aqui né fazer caminho aqui cpf dá né pessoal aí gosta ficar duvidando trabalhador caixa aplicativo chamar trabalho todo fazer caminho certinho nada tô aqui desculpa momento algum quis atrapalhar viagem senhora pessoa anda próprio gps atraso olhando caminho ver tô fazendo camiseta mim comer balinha juquinha toda semana procurando papel carvalho tudo bem hora olha camarada deixa explicar coisa cidade gente violenta homem tá difícil agora mulher mulher corre risco então cobrei cara tô sentindo insegura nesse carro vou olhar gps quantas vezes quiser tá ruim senhor paciência porque senhor aceita porra dessa correndo entendeu falou assim realmente tá entendida boa olhado esposo vista concordo pouco senhora ia pedir desculpas sincera viu juliana juliana"
0,"dúvida situações bem fodas vida foda faz contigo avaliar próprio valor usado outros referência foda importar tanto outros vão pensar age acordo sabe certo fazer foda ficar comparando roda sentir inferior porque menos dinheiro foda sentir merda porque carro tão bom quanto quilômetros roda olhar imagem instagram sente baixo acha tão roda cara foda comparar dúvida situações bem fodas vida foda faz contigo foda avaliar próprio valor usando outros foda importar tanto outros vão pensar age acordo sabe certo fazer foda ficar comparando roda sentir inferior porque menos dinheiro foda sentir merda porque carro tão bom quanto quilômetros roda olhar imagem instagram skate baixo acha tão foda cara foda ficou baixar valor foda usar usar atitudes ter orgulho foda pra vida toda ser juvante ser protagonista melhorou nada irmão tudo bem maravilha encontrar centro"
0,"deixa assim treta news então vamos direto notícias felipe neto recentemente postou vídeo provando comidas veganas disse gosto ruim causa disso vários veganos ficaram revoltados começaram retirar felipe neto internet felipe neto twitter seguida xvídeo comendo zuando comidas muitos lugares doces asiáticos salgado asiáticos comidas fit doces nordestinos nunca polêmica fazer vídeo comendo comida vegana pronta vídeos resposta comunidade revoltada textão face galera revoltada falar felipe neto entrevistado carol dias perguntado sobre conteúdo youtubers site atualmente felipe neto responder seguinte conteúdo aguenta tô falando bom entendeu arrogante fala cara perguntei acho acho define babaca babaca babaca cara quer dizer conteúdo ruim quer dizer conteúdo melhor faz vídeo querendo engrandecer incrível conteúdo bom conteúdo difícil fazer fácil merda fácil popular dá processo aqui ruim pessoa pode produzir melhor conteúdo mundo nunca vai deixar ser babaca define bem diferença ser pessoa boa pessoa babá grande parte público achando indireta castanhari confira alguns comentários gente nesse vídeo indireta felipe castanhari achei felipe tava falando castanhari indiretas castanhari kkk lembra pouco tempo atrás castanhari disse bafo acha ruim conteúdo fácil além disso felipe neto castanhari longo histórico indiretas alfinetadas então galera notícia dia gostou esqueça inscrever próxima bom dia assim treta news então vamos direto notícias felipe neto recentemente postou vídeo provando comidas veganas disse gosto ruim causa disso vários veganos ficaram revoltados começaram retirar felipe neto internet felipe neto seguida xvídeo comendo zoando comidas muitos lugares doces asiáticos salgados asiáticos comidas fit doces nordestinos nunca polêmica fazer vídeo comendo comida vegana pronta vídeos resposta comunidade revoltada textão face galera revoltada falar felipe neto entrevistado carol dias perguntado sobre conteúdo youtubers site atualmente felipe neto respondeu seguinte conteúdo aconteceu tô falando irmão entendeu roupas fala ficar conteúdo grupo acho acho define babaca babaca babaca cara quer dizer conteúdo ruim quer dizer conteúdo melhor faz vídeo querendo engrandecer incrível conteúdo bom conteúdo fazer fácil meta fácil popular dá sucesso aqui ruim pessoa pode produzir melhor conteúdo mundo nunca vai deixar ser babaca então acho define bem diferença ser pessoa boa pessoa babar grande parte público achando indireta castanhari confira alguns comentários unhas nesse vídeo indireta felipe castanhari achei felipe tava falando castanhari indiretas castanhari kkkk lembra pouco tempo atrás castanhari the sims desabar acha ruim conteúdo fácil além disso felipe neto castanhari longo histórico indiretas alfinetadas então galera notícia dia gostou esqueça inscrever próxima"
0,"obrigado bombom carne aparelho tá bom sabe posso pensar caso obrigado chocolate aqui luiz hoje tô aqui amigo jc canal turma sacana gente vai fazer hoje aqui curtiu vídeo fica aí final vou deixar combinações vídeo canal falou galera vamos aí tô procurando namorada sei meio tímido sabe queria falar nome luna simon pode beijar então aí trouxe força queria ir cinema comigo algum dia tal gostei sabe gente pode tentar fazer alguma coisa junto sei acha estaria amanhã tá vou perguntar contato então né fica tranquila tá bom trem bom aí casar hein namorar larga mulher tiro alicate quero vou pedir casamento vamos casar vamos casar vamos buscar programa quero casar quero juntar vou voltar tarde hein vou levar embora hein gente pode tomar sorvete alguma coisa sair internet horas menos 00 horas então boa então prazer posso dar beijo rosto beleza tá bom sair expediente gente dar uns beijos tchau oi tudo bom tô aqui vez achei bonita sabe terminei namorada queria saber aceitar tô conseguindo comprar chocolate aí gente podia sair dia sabe fazer alguma coisa cinema gosta bom dia folga entende trem bom hein aí sim gostei gostei levar r 000 casa vou levar casa bora bora casar certeza larga mulher obrigado bombom fala parelha meio tímido sabe tá bom sabe posso pensar caso tá bom obrigado vou comer chocolate fala usados aqui luiz hoje tô aqui amigo jc canal turma pakaraka gente vai fazer hoje aqui tentar conquistar corações curtiu vídeo final canal falou galera vamos aí tô procurando nova namorada sei meio tímido sabe queria falar qualquer nome falei senhor pode beijar beijar então aí trouxe coisas sei queria ver cinema comigo legal sabe gente pode comprar alguma coisa junto precisar estarei aqui tá bom amanhã tá vou pegar contato então tá tranquila tá bom trem bom aí casar hein entendeu namorar negócio casar morar barraco larga mulher tiro alicate quero pedir casamento mão vamos casar casar pediu lá doido doido vamos vamos buscar programa quero passar quero juntar vou voltar tarde hein vou levar embora tomar sorvete interativa roberto sair internet horas então boa então prazer posso dar beijo rosto beleza tá bom sair expediente gente dar uns beijos tá bom tchau tchau oi tudo bom aqui vez achei bonita sabe terminei namorada queria saber aceitar sei lá consegui comprar chocolate aí vou saber gente podia sair dia sabe fazer alguma coisa cinema então sei gosta ensaio tá bom tá bom bom dia fim folga ah entendi ver trem bão hein aí sim gostei gostei levar r 000 levar casa levar casa quero casar bora bora casar certeza larga mulher vamos vamos embora casa casa comida roupa lavada aceita aceita acho quer quer vá então tá bom tchau pediu lá fala galera espero curtido vídeo hoje tô deixando aqui lado duas recomendações vídeos fiz aqui canal jc nessa mesma pegada vídeo hoje daqui vídeo anterior galera aí semana vem certeza vou buscar aí vou buscar agora"
0,"procure olhada direita volver macaco louco super-vilões mediano distal tirar foto querida porque bateria bem menos menos aí macaco louco conhece palavra bebê fiz problema nenhum meninas aí macaco louco crível macaco incrível macaco louco ideia convite macaco frases trigo três tigres tristes prefeito ligando certeza outra pessoa fingindo parece maior inimigo atacando novo pode fazer sei ratazana garota vai conseguir falando poderoso macaco louco incrível macaco burro aprontando outra vez fala cabeça travessa traga cara sabe lugar saída devolver logo rádio ativa truck olhada direita volver macaco louco super vilões mediano então querido bem menos menos duas duas pernas macaco louco conhece palavra ai bom desenho porco espinho bebê canguru problema nenhum meninas superpoderosas sentiu macaco louco vilão incrível né macaco incrível macaco louco ideia troca outra macaco pensando pratos trigo três tigres tristes prefeito ligando certeza outra pessoa jeito parece maior inimigo atacando novo vai conseguir falando incrível poderoso macaco louco incrível macaco louco aprontando outra vez mente tentar cara sabe lugar saída papelão"
0,"ruim pica-pau madeira sentindo cheiro pensando pode amendoim posso dar pitada pressão dando mole caminho ver comédia parece existe alguma coisa manteiga amendoim deixa louco burro tô falando babão fala papai ver comédia alguma coisa manteiga amendoim deixa louco burro vou embora barco tô falando pai"
0,"oi pai oi mãe filha queria apresentar pessoa gerson gerson gente namora gerson amigo assim gente pode acontecer pu 0 anos vez tempo ano compromisso passa relacionamento sexual faz professor educação física roberto 0000 falei entrar vida beijo antônio chefe tava bermuda realmente sei desculpa fico confusa pretensão filha pretendo cu transando boa tarde paz deus abraço cada ano pretendem ter filhos clínica belford roxo colado desculpa vai vir jussara aceita gerson amigo carência vingança contra possível namorado fantasias loucas sujas casa casa carro motel barato pau levanto aceito gerson aceita jussara buceta amiga nenhum compromisso volta boate comeu ninguém momento baixa auto-estima terceira pessoa envolvida afeto prometendo ir embora logo após terceira gozada oi pai oi mãe filha queria apresentar pessoa gerson gerson gente namora gerson amigo assim gente pode acontecer pu 0 anos vez tempo ano vai ter sexo compromisso porque daí passa relacionamento sexual faz professor educação física nerd gamer 0000 falei entrar vida beijo antônio chefe tava bermuda buceta pau miúdo realmente sei desculpa fico confusa pretensão filha pretendo cu transando boa tarde paz deus roberto aspirador cada ano pretendem ter filhos clínica belford roxo colaboração desculpa vai vir jussara aceita gerson amigo carência vingança contra possível namorado fantasias loucas sujas casa casa carro motel barato pau levanto aceito gerson aceita jussara buceta amiga nenhum compromisso volta boate comeu ninguém momento baixa auto-estima terceira pessoa envolvida cinema feto prometendo ir embora logo após terceira gozada então declaro pau buceta amiga"
0,"bem-vinda drinkeria onde gente faz vários brinquedos super legais clássicos pontos médios outros gente tentou hoje aqui batman quiser então suco abacaxi licor melão pode ser idóneo pode ser 00 in licor melão vitória vitória plástico lojas malibu putaria maneiro lance chacoalha corpo tá explodir ficar ligando amigo diga complete super-herói dinheiro burra burra burra burra hulk forte ficou desse brinquedo cachorro cachorro bosta cachorro aqui dar garotos fraquinho moisés aqui embaixo joinha inscreve canal coisas próximo moisés consegue né melhor ficar aqui embaixo joinha escreve canal coisas próximo"
0,"tô louco pra voltar amenizar vamos transar vamos fazer amor droga vicia todo dia quero pedir poucos melancolia limite sempre sei entende quanto difícil viver 00 anos frente vem buscar vem cá resenha pro particulares celular vou brilhar solo ajuda outro verdade quero metade quero quero dobro pedicure localizadas apaixonado enquanto lado lado aproveite cada momento amor tudo louco voltar preciso relaxar hoje vamos transar vamos fazer amor merida preciso relaxar hoje vamos transar vamos fazer chamar amante tchau tchau vou tirar roupa deixa louca chefe crime perfeito dono boca bem santo papo reto quanto longe fico quero estar perto daqui sinto tão vazio tão boa sabe lado lado aproveite cada tô louco pra voltar amenizar tava cansada vamos fazer tudo relaxar vamos transar vamos fazer amar amar amar amar amar amar amar amar amar"
0,"quer ouvir aí simpatia boa ganhar dinheiro então inscreva aqui canal prepara porque simpatia vou contar fale amém então vamos lá manhã bem cedinho umas 0:00 manhã menos vai acordar vai fazer oração pedindo papai céu dar dinheiro aí vai fazer vai tomar banho tá vai passar desodorante vai passar desodorante lado cá vai botar perfume vai ficar cheiroso colocar roupa roupa bonita vai tomar café manhã vai sair trabalhar normalmente chegar trabalho atrasar vai trabalhar vai dar danado ali feio lá fazer corpo mole presta atenção porque parte importante amém vai cumprir toda carga horária sim sai trabalho vai estudar vai faculdade vai colégio supletivo curso especialização importa vai estudar aí vai fazer simpatia seis dias seguidos sétimo dia vai descansar daí fizer círculo dessas 0 semanas alguém vai aparecer vai dar dinheiro nada sei alguém vai ser pessoal lá rh vai ser gerente vai ser dono empresa alguém fim mês vai dar dinheiro estudando capacitando simpatia vai fazer dinheiro mensal aumentar ainda amém desempregado então presta atenção nessa outra simpatia aqui amém vai pegar folha papel folha comum folha branca tá vai escrever nome né tá cima aqui vai colocar assim currículo vitae importante simpatia funcionar escreve curriculum vitae sabe escreve procura google aí vai fazer nesse papel vai colocar ali toda experiência entendeu vai colocar aí objetivos vida número telefone vai dobrar papel aí fala papai simpatia tremendo vai colocar dentro envelope especial aleluia vai sair batendo porta porta empresas vai distribuir papel cópias desse papel vai fazer todos dias ser chamado entrevista olha negócio agora tá ficando bom presta atenção nessa parte simpatia poder funcionar vai ter ir todas entrevistas amém alguém dizer frase mágica frase mágica contratado amém amém simpatia funcionou inscreva aqui canal deixe pai melhor simpatia funcionou atrair dinheiro amanhã amém compartilha vídeo tá amigo vagabundo quer dizer supersticioso compartilha porque assassino bate aqui sei funciona diamante"
0,"buá anel respeite canal sempre fala tô aqui volta falar devagar bulários paraenses versáteis língua portuguesa égua égua cu água importante todos países porque gente sofre bullying sofre preconceito lá gente sai pará utilizar expressão égua égua gente continuar vírgula ponto final ponto parágrafo expressão utilizada todos paraenses pará julgue xingando significa aqui tá tão triste tia percebemos utilização palavra égua assim mano antes começarmos exemplos palavra eva gostaria salientar informar dizer muitas pessoas chegam aqui belém acham podem falar palavra régua qualquer forma porém pouquinho então assim pode simplesmente palavra vocabulário tá aqui mente falar fome chovendo fácil dessa forma nascido criado pará 00 anos poder entender falar palavra égua curso cama linguagem paraense basta ter depressão lábios olhos mãe entonação voz todo conjunto gramática uso palavra égua corpo linguagem coisa perfeita super mostrar algumas possibilidades uso palavra vamos lá primeiro exemplo acorda dia tá lindo abra janela dia lindo rua faz tempo vê amigo basta chamar fazer escândalo paraense mana égua mana quanto tempo gente vê vem aqui mana dar abraço então quer chamar atenção pessoas rua chuva vai vir aqui pará gente chama toró chuva céu fica preto consegue enxergar nada parece vai acabar mundo vai ser apocalipse zumbi égua tororó mano olha céu doido algumas pessoas optam utilizar palavra régua forma espaçada sílaba cego vistes autoestima ninho égua bom ver cara acredito tirou 0 prova estudou tanto mando lotado ônibus doida aguento ó água viu golpe lá perdeu exceção pessoa falar égua xingando vem cá pará fique chateado pensa xingamento apenas expressando utilizando qualquer outra sobre utilização palavra égua pode vim pará pode mandar vídeo amigos entendem uso palavra jogado melhores amigos amor égua curtiu vídeo tá estuda igual falou maninho falou maninha tchau fique chateado pensa xingamento apenas expressando utilizando qualquer outra pode substituir água então agora falei sobre utilização palavra égua pode vim pará pode mandar vídeo amigos entendem uso palavra melhores amigos nunca pedi nada amor égua curtiu vídeo tá estuda igual fãs próximo vídeo falou maninho falou maninha tchau"
0,"recado recado lembra daquele dinheiro pegou emprestado"
0,"falávamos sobre transformar cultura violência ódio cultura paz podemos vamos sentir raiva natural ser humano ficar enraivecido coisas parecem imprópria fazemos dialogamos capazes criar condições transformação grito alto aqui importante neste momento importante pudéssemos saber acontecendo imagine dois tentando falar gritar tempo acontecendo acontecendo redes sociais pessoas ouvindo diálogo terminando claro bem disse aqui hoje porque queremos queremos ouvir ouvir entender entender ganharmos novas ideias ficarmos enriquecidos pareceres diferentes vamos ser amigos pessoas concordam conosco tempo todo pensam pensamos importante pessoas pensam forma diferente vem mundo ângulo diferente enriquece ângulo então importante nisso capacidade calar ouvir preciso responder resposta reação nervosa reação pensar naquilo vai dizer então encontro menos transformamos cultura ficando violenta pessoas ficando brava impacientes umas outras querem deixar outro ouvir manifestar tempo podemos colocar palavra pensamento pode opor pensamento outro respeitosamente então queria pedir tantos aqui falam palavrões bonitinhos escrevam palavrões redes sociais pessoas burro louco ignorante porque concorda comigo habilidade demonstrar ponto vista significa vai concordar pode discordar inteligência palavras árabes outro entendeu porque soube explicar bem explique-se melhor"
0,"mim importa prata importa sabe mexer assuste tá ir marcar quero solta entendo sim bailando lento corpo junto tendemos todo mundo junto nesse movimento embora vão dar outra vez joga bunda outra vez faça mocinha rebolando adrenalina bom dia tá mandando estilo bixa fina vai jogando jogo mãos cima cima cima cima cima cima volto trás vamos ensinar todo mundo fazer igual travar travar tra tra tra falamos demais importa fizermos iguais deixar alegria locomover pois importante liguei lá falar vou cá cá cá liguei lá lá trabalho planta jade bruna trazer deixa joga bunda outra vez faça massinha rebolado adrenalina 0 g tá mandando estilo fina vai jogando jogos mãos cima cima cima cima alguém lá vou cá cá cá liguei lá falar fala bixa diabo outra vez deixa joga bunda outra vez cabeça vive vez"
0,"sobre versus r00 subir reto falando merda tá tudo anotado aqui avenida roubado carreta quase horário sei hora deus bebe tempo escola safado chega satélite espaço contrato contato dia 0 dia 00 q r r r r quero procura aí fica dormindo folha acordo comigo importa todo dois fenômenos gosta esclarece peça encaixar batimentos cardíacos assim mim manter forte sempre quiser volto sócios vive fugindo manhã todas melhores música pede dia saberemos cortes k tempo aí fizeram nada colocar brigar então vaza agradado jamais mãe imagina dentro poodle misturado curtindo áudio tá envolvido briga cachorro pit bull cano figura plana cura time fazendo festa junina rima cultura tempo fizeram nada agregar então entendi agradável apaixonado afasta pés mexe mexe mexe"
0,"reprovar remédio saudade favela vive pessoa totalmente chegando tô esperando porta rua augusto guerino segurar nova chegando topo vai sentar cima joão lá física vai ser petista aí vitória gabrielly marca fazendo chapinha direção roda reclamar y detran tomar cu filha junto temer família resolver vida momento apareceu nada irrita presidente cuba má notícia vai ser próximo presidente lula limite ver qualquer parte parede aí vai ler tá preparada piada duas polegadas peito rua recebe multa agora então quer dizer ninguém rico brasil frente dinheiro namorado casa bom prefiro morrer parecido badoo seguro filha cheguei roubado né cheguei louco jogando verdade cara arrombado porra"
0,"ai deus tá perdida tão pouco morreu desencarnou vem aqui deus nelson news deus coisa algum tempo todo certa pessoal tribo polinésia viu fotos jogos futuros linguísticas sabia sabia deus polinésio deus fim erro feio erro rude algum jeito assim redimir peito barriga chão regime pode acreditar vivi madre teresa calcutá deve atender babá missa todo domingo traí marido bem dinheiro pobres vitória céu polinésio camargo adoro criança né porque lá baixo ninguém fica sabendo disso povo interno meio posso mandar mim mim saber mim certeza daqui pouco vai chegar todos nomes ter direito saber fazer lugar hitler vai lugar onde vai estar aí posso fazer pedido malafaia morrer posso dar notícia"
0,"porta grande explodiu deus né deus antigamente vinha trazer palavra pessoas agora fazia quarto casal perde some tô sentindo cheiro nenhum tá senhora tá sentindo cheiro cadáver humano fica peidando fica jogando culpa pessoas muitas dessas tv tá hein marmita diabo queijo subindo feijão deus céu possível cidade crimes agressão maria penha rosário mãe fica acusando ter nenhum tipo prova sabe deu desse agora vamos ver agora nesse momento soltei peido silencioso joão piores deus céu tá acontecendo parece pegou coluna 0 três aí saiu globo tá frente peguei pude sair frente peguei loucura pede ruim deus céu deve ser menina caixa gordura caralho porra acabou acho jogo procurando abrigo prefeitura hoje"
0,"marcar reunião fazer brincadeira tá bom tá bom tá bom tá bom vou falar menina ido trocar mensagem negócio esquentou trocamos whatsapp falou ia mandar foto pelada primeiro mandar foto pau tá mandou foto pau cara colocou dentro pau sei problema pau esquerda milho transgênico estranho porra pai tipo blogueirinha contrário pessoalmente bonita trouxa voltar pendurar nele foto fica feio fica parecendo demogorgon cabecinha fechada sim tentou colocar flash foto completo vou caso tentei sair funcionou flash alguém lá alguém pode família vou resolver tentou repente mudar ângulo colocar aqui baixo cabeça pessoa primeiro plano cabeça aqui cima pano aqui vai caramba funcionou porque saco vou mozão s0 coxinha tira fica saco pau pau parece menor snapchat aqui aconteceu coroa flor cabeça vai ajudar miguel vem cá ajudar vou ajudar amizade amizade gente acho estranho pra cacete fique claro aqui brother tamo junto chegou miguel vou mandar conhece miguel moisés vamos fazer joga esquerda mim fazer fica machadinha homem saco aqui tá parecendo agora duas mãos relaxadão tô solto garoto finalzinho ronaldinho tranquilo agora controle atari jogo avião jogo avião circo tá chegando chefão morreu morreu morreu iniciou fala aí cheguei novo né delicado miguel eita avó negócio preciso foto pau preciso tira foto pau agora mande whatsapp gente gente marcar reunião fazer brincadeira tá bom tá bom tá bom tá bom vou falar senta aí questão fala conhecer menina ido trocar mensagem negócio esquentou trocamos zap zap falou ia mandar foto pelada primeiro mandar foto pau tá mandou foto papel horário foto pau pai mandou achar paulo deus paulo sei problema esquerda espiga milho transgênico estranho tipo blogueirinha contrário pessoalmente bom 00 voltar pendurar nele foto tá feio fica parecendo demogorgon cabecinha fechado aqui assim tentou colocar flash foto parece volume folgado tentei ser funcionou flash alguém aqui alguém família resolveu tentou repente mudar ângulo colocar aqui baixo cabeça pessoa primeiro plano cabeça aqui cima pano aqui vai caramba tira saco pau pau parece menor snapchat aqui reconheceu coroa flor cabeça ajudar miguel fique claro aqui pode deixar brother tamo junto chegou miguel vou mandar conhece miguel moisés vamos fazer joga esquerda mim fazer fica tá pai machadinha homem saco aqui dinheiro tô precisando agora duas mãos relaxadão tô solto garoto finalzinho ronaldinho tranquilo pois agora controle atari jogo avião jogo avião circo tá chegando chefão morreu morreu morreu iniciou"
0,"aí ó foda mano cara gosta mina corresponde gente liga vem aí pega visão foda gosta alguém foda chama vem tudo bem amor tô saída pensou bem várias meninas floripa 00 acho bem melhor c mundo gira adianta correr atrás pedindo voltar vou querer nenhuma dessas achei homem bem melhor mundo gira adianta tá pedindo voltar vou querer amar vou pedir pra voltar vou querer gostei nega tá ligado vovó gosta ouvir chama vem tudo bem amo tô saída pensando bem floripa hoje bem querido bem melhor viu mundo gira adianta correr atrás dinheiro voltar vou querer amar nordeste hoje bem bem melhor mundo gira adianta papo reto pedir dinheiro voltar vou querer pois quero coloquei nega tá ligado"
0,"fala pessoal piroca chegou exaustivo tá falando comigo desculpa esqueci hoje pessoa agora chama piroca povo povo perdoa parece mocinha souberam né tamanho boca fica comigo sempre assim cara após invento outra coisa ypióca inventando apelido mim tá maluca coisa pessoal pessoal povo rua rua mora condomínio cara pessoal cancela tá doido ninguém chama piroca cara placa apelido assim funciona pode encostar ser digitar certo acho gosto piroca puto cara tô olho piroca instagram arroba pessoal aí jurídico empresa cosméticos acho pessoal gosta mim lá concorrência quero odeia faço trabalho aqui falar trabalho fala defeito físico piroca posso agora puder divulgar tercinho nome processo todo mundo pudermos advogado troca marta pai rh pedir namorado aí pessoal parasse chamar piroca pessoal tá chamando piroca agora gosto ia pedir mandar e-mail todo mundo parece ver senhor tamanho tamanho piroca telefone ficar chamando assim gosto tá oi fala pessoal piroca chegou assalto tá falando comigo desculpa esqueci juro força pessoal agora chama piroca povo povo perdoa parece mocinha souberam né tamanho piroca comigo sempre assim agir após eventos coisa piroca inventando apelido mim tá maluca coisa pessoal pessoal povo rua rua mora condomínio cara pessoal cancela doido ninguém chama piroca cara dar apelido assim funciona pode gostar ser digitar falei piroca instagram arroba jurídico empresa cosméticos acho pessoal gosta mim lá concorrência quero odeia faço trabalho aqui falar trabalho fala defeito físico mentirosa posso agora puder divulgar tercinho nome professor todo mundo foder folgado pois marta pai vai jogar pediu memorando aí pessoal parasse chamar piroca pessoal tá chamando piroca agora gosto pedir mandar e-mail todo mundo parece ver senhor tamanho tamanho piroca telefone pô tava chamando assim gosto tá oi"
0,"ah apóstolo arnaldo dia vi dois homens beijando rua vou dizer filhos fala verdade pensa dizer vai dizer tava fazendo respiração boca boca outro assim explica coisas filho irmão viu cara fumando cigarro fala tava pegando fogo beijando filho vai querer fazer igual irmão filho militar ramos apóstolo arnaldo filho vira negócio desse vai achar normal ué pretende dizer filho ser gay anormal algum tipo som natureza olha filho cuidado gente monstros cuidado bicho papão gay escondido dentro armário apóstolo arnaldo querem beijar faço trancado dentro casa assim meio público pode beijar pessoa ama então resto foda tô fazendo nada vergonhoso irmão tipo crime fazer fico imaginando falando casal gay olha amigo faz público pois tipo homem neandertal sei explicar filho apóstolo arnaldo incomoda dois gays beijando tiroteio facadas assalto sequestro relâmpago coisa aí preocupar vou preocupar ninguém beijando arrumar barranco capinar ansioso irmão desocupado coisa admito alguém casar irmão entenda vez gays fazem seres fazem casada casado nada atrapalha irmão muita gente tão longe formando tal ploc baseia pregação toda contra homossexualidade após gays vão inferno tudo bem pensa menos deixa ir inferno beijando homem faça vida inferno aqui terra cama lá baixada pai porque ser gay pai baixar via preocupado filho então ensina filho respeitar próximo opção sexual fica tentando esconder mundo irmão cria filho caixinha algodão regata coca-cola baixar venda sabia ia tá apavorada filho assistir beijo gay imagina dia declara gay aí manda matar põe casa caralho vai mandar campo concentração cura gay marco feliciano acho problema irmão irmão beijo gay enquanto inscreve aqui canal vou finalizar pregação fatality mortal kombat tudo fazia lei todos fim papo beijo dia gay hétero chácara bahia"
